id_lokasi;waktu;suhu_minimum;suhu_maksimum;kelembapan_minimum;kelembapan_maksimum;kelembapan_udara;suhu_udara;cuaca;arah_angin;kecepatan_angin
5008120;18/12/2023 18:00;;;;;90;23;1;S;10
5008120;18/12/2023 21:00;;;;;90;22;1;NW;10
5008120;19/12/2023 00:00;;;;;75;26;3;SW;10
5008120;19/12/2023 03:00;;;;;60;29;1;SW;20
5008120;19/12/2023 06:00;;;;;60;33;1;SW;30
5008120;19/12/2023 09:00;;;;;65;28;0;SW;30
5008120;19/12/2023 12:00;22;33;60;90;85;24;0;SW;20
5008120;19/12/2023 15:00;;;;;90;22;1;SW;10
5008120;19/12/2023 18:00;;;;;85;24;1;SW;10
5008120;19/12/2023 21:00;;;;;85;24;1;SW;10
5008120;20/12/2023 00:00;;;;;75;26;1;SW;10
5008120;20/12/2023 03:00;;;;;55;30;1;SE;20
5008120;20/12/2023 06:00;;;;;55;30;1;S;20
5008120;20/12/2023 09:00;;;;;55;28;0;SE;10
5008120;20/12/2023 12:00;20;30;55;90;70;25;1;S;10
5008120;20/12/2023 15:00;;;;;80;23;1;S;10
5008120;20/12/2023 18:00;;;;;85;21;1;SW;10
5008120;20/12/2023 21:00;;;;;90;20;1;SW;10
5008120;21/12/2023 00:00;;;;;70;26;1;N;0
5008120;21/12/2023 06:00;;;;;50;31;0;S;20
5008120;21/12/2023 12:00;22;31;50;85;70;25;1;SW;0
5008120;21/12/2023 18:00;;;;;85;22;3;W;10
5008120;22/12/2023 00:00;;;;;75;27;3;N;0
5008120;22/12/2023 06:00;;;;;55;32;0;S;10
5008120;22/12/2023 12:00;24;32;55;85;75;26;1;SW;10
5008120;22/12/2023 18:00;;;;;85;24;1;W;0
5008120;23/12/2023 00:00;;;;;75;27;1;SW;0
5008120;23/12/2023 06:00;;;;;50;32;1;S;20
5008120;23/12/2023 12:00;21;32;50;95;75;25;1;SW;0
5008120;23/12/2023 18:00;;;;;95;21;1;W;0
5008120;24/12/2023 00:00;;;;;75;27;1;W;0
5008120;24/12/2023 06:00;;;;;60;31;0;S;20
5008120;24/12/2023 12:00;22;31;60;90;75;26;0;SW;10
5008120;24/12/2023 18:00;;;;;90;22;0;W;0
5008198;18/12/2023 00:00;;;;;95;19;0;S;10
5008198;18/12/2023 03:00;;;;;80;24;0;S;10
5008198;18/12/2023 06:00;;;;;55;27;3;S;30
5008198;18/12/2023 09:00;;;;;60;21;3;S;30
5008198;18/12/2023 12:00;16;27;55;95;75;19;1;SW;20
5008198;18/12/2023 15:00;;;;;90;17;1;SW;10
5008198;18/12/2023 18:00;;;;;95;16;3;S;10
5008198;18/12/2023 21:00;;;;;95;19;3;S;10
5008198;19/12/2023 00:00;;;;;75;26;0;SW;10
5008198;19/12/2023 03:00;;;;;60;30;0;SW;20
5008198;19/12/2023 06:00;;;;;55;33;1;SW;30
5008198;19/12/2023 09:00;;;;;60;29;1;SW;30
5008198;19/12/2023 12:00;23;33;55;85;80;25;0;SW;20
5008198;19/12/2023 15:00;;;;;85;23;1;SW;10
5008198;19/12/2023 18:00;;;;;85;24;0;SW;10
5008198;19/12/2023 21:00;;;;;85;24;0;SW;10
5008198;20/12/2023 00:00;;;;;70;26;0;SW;10
5008198;20/12/2023 03:00;;;;;55;30;0;SE;20
5008198;20/12/2023 06:00;;;;;50;31;1;E;30
5008198;20/12/2023 09:00;;;;;55;29;0;SE;10
5008198;20/12/2023 12:00;22;31;50;80;70;25;0;S;10
5008198;20/12/2023 15:00;;;;;75;24;0;S;10
5008198;20/12/2023 18:00;;;;;80;22;1;SW;10
5008198;20/12/2023 21:00;;;;;80;22;0;SW;10
5008198;21/12/2023 00:00;;;;;65;26;0;S;10
5008198;21/12/2023 06:00;;;;;45;34;0;SW;10
5008198;21/12/2023 12:00;23;34;45;80;70;26;0;S;10
5008198;21/12/2023 18:00;;;;;80;23;1;S;10
5008198;22/12/2023 00:00;;;;;70;26;0;S;10
5008198;22/12/2023 06:00;;;;;45;34;0;N;0
5008198;22/12/2023 12:00;24;34;45;90;75;27;1;S;10
5008198;22/12/2023 18:00;;;;;90;24;0;S;10
5008198;23/12/2023 00:00;;;;;75;27;0;S;10
5008198;23/12/2023 06:00;;;;;45;34;1;S;20
5008198;23/12/2023 12:00;24;34;45;75;60;27;1;S;10
5008198;23/12/2023 18:00;;;;;75;24;1;S;10
5008198;24/12/2023 00:00;;;;;75;26;0;S;10
5008198;24/12/2023 06:00;;;;;55;32;1;W;0
5008198;24/12/2023 12:00;25;32;55;80;75;27;1;S;10
5008198;24/12/2023 18:00;;;;;80;25;1;S;10
5008428;18/12/2023 00:00;;;;;85;26;0;S;10
5008428;18/12/2023 03:00;;;;;55;33;0;S;10
5008428;18/12/2023 06:00;;;;;45;34;0;S;30
5008428;18/12/2023 09:00;;;;;80;31;0;S;30
5008428;18/12/2023 12:00;20;34;45;95;75;28;95;SW;20
5008428;18/12/2023 15:00;;;;;75;26;0;SW;10
5008428;18/12/2023 18:00;;;;;95;22;1;S;10
5008428;18/12/2023 21:00;;;;;95;20;1;S;20
5008428;19/12/2023 00:00;;;;;75;27;0;S;10
5008428;19/12/2023 03:00;;;;;60;33;0;S;20
5008428;19/12/2023 06:00;;;;;45;35;1;S;30
5008428;19/12/2023 09:00;;;;;50;34;1;S;30
5008428;19/12/2023 12:00;23;35;45;90;75;29;1;S;20
5008428;19/12/2023 15:00;;;;;80;27;1;S;10
5008428;19/12/2023 18:00;;;;;90;23;0;S;10
5008428;19/12/2023 21:00;;;;;90;23;0;S;10
5008428;20/12/2023 00:00;;;;;65;27;0;SW;10
5008428;20/12/2023 03:00;;;;;45;33;0;SE;20
5008428;20/12/2023 06:00;;;;;45;36;0;SW;20
5008428;20/12/2023 09:00;;;;;45;33;0;SE;10
5008428;20/12/2023 12:00;24;36;45;75;55;29;0;S;10
5008428;20/12/2023 15:00;;;;;65;27;0;S;10
5008428;20/12/2023 18:00;;;;;70;25;1;SW;10
5008428;20/12/2023 21:00;;;;;75;24;0;SW;10
5008428;21/12/2023 00:00;;;;;65;27;0;S;10
5008428;21/12/2023 06:00;;;;;35;37;0;S;10
5008428;21/12/2023 12:00;26;37;35;70;60;29;0;S;20
5008428;21/12/2023 18:00;;;;;70;26;1;S;10
5008428;22/12/2023 00:00;;;;;65;28;1;S;10
5008428;22/12/2023 06:00;;;;;45;36;0;N;0
5008428;22/12/2023 12:00;27;36;45;75;65;30;1;S;20
5008428;22/12/2023 18:00;;;;;75;27;3;S;10
5008428;23/12/2023 00:00;;;;;70;29;1;S;20
5008428;23/12/2023 06:00;;;;;40;37;0;SE;10
5008428;23/12/2023 12:00;26;37;40;75;60;31;1;N;0
5008428;23/12/2023 18:00;;;;;75;26;0;S;10
5008428;24/12/2023 00:00;;;;;70;28;1;S;10
5008428;24/12/2023 06:00;;;;;35;38;1;SW;0
5008428;24/12/2023 12:00;27;38;35;85;65;31;1;NE;10
5008428;24/12/2023 18:00;;;;;85;27;3;S;0
5008463;18/12/2023 00:00;;;;;85;22;0;S;10
5008463;18/12/2023 03:00;;;;;70;30;0;S;10
5008463;18/12/2023 06:00;;;;;60;33;0;S;30
5008463;18/12/2023 09:00;;;;;60;30;1;S;30
5008463;18/12/2023 12:00;19;33;60;90;90;21;4;SW;20
5008463;18/12/2023 15:00;;;;;80;19;3;SW;10
5008463;18/12/2023 18:00;;;;;90;23;1;S;10
5008463;18/12/2023 21:00;;;;;90;24;3;N;0
5008463;19/12/2023 00:00;;;;;85;22;1;SW;10
5008463;19/12/2023 03:00;;;;;70;26;0;SW;20
5008463;19/12/2023 06:00;;;;;60;33;3;SW;40
5008463;19/12/2023 09:00;;;;;65;24;1;SW;40
5008463;19/12/2023 12:00;20;33;60;90;85;22;1;SW;30
5008463;19/12/2023 15:00;;;;;90;20;1;SW;20
5008463;19/12/2023 18:00;;;;;85;24;0;SW;20
5008463;19/12/2023 21:00;;;;;85;24;0;SW;20
5008463;20/12/2023 00:00;;;;;80;22;1;SW;10
5008463;20/12/2023 03:00;;;;;65;26;1;SE;20
5008463;20/12/2023 06:00;;;;;70;30;1;S;20
5008463;20/12/2023 09:00;;;;;70;24;1;SE;10
5008463;20/12/2023 12:00;19;30;65;85;75;21;1;S;10
5008463;20/12/2023 15:00;;;;;80;20;0;S;10
5008463;20/12/2023 18:00;;;;;80;20;0;SW;10
5008463;20/12/2023 21:00;;;;;85;19;1;SW;10
5008463;21/12/2023 00:00;;;;;80;22;1;SW;0
5008463;21/12/2023 06:00;;;;;70;26;3;S;10
5008463;21/12/2023 12:00;20;26;70;90;85;22;1;W;0
5008463;21/12/2023 18:00;;;;;90;20;1;N;0
5008463;22/12/2023 00:00;;;;;85;23;1;SE;0
5008463;22/12/2023 06:00;;;;;80;26;4;SE;10
5008463;22/12/2023 12:00;21;26;80;95;90;22;4;S;0
5008463;22/12/2023 18:00;;;;;95;21;4;N;0
5008463;23/12/2023 00:00;;;;;95;22;4;E;0
5008463;23/12/2023 06:00;;;;;70;27;0;SE;10
5008463;23/12/2023 12:00;20;27;70;95;90;22;0;E;0
5008463;23/12/2023 18:00;;;;;80;20;0;NW;0
5008463;24/12/2023 00:00;;;;;90;23;1;W;10
5008463;24/12/2023 06:00;;;;;70;27;1;S;10
5008463;24/12/2023 12:00;21;27;70;95;85;22;1;SW;0
5008463;24/12/2023 18:00;;;;;95;21;1;NW;10
5008406;18/12/2023 00:00;;;;;95;17;0;S;10
5008406;18/12/2023 03:00;;;;;80;20;0;S;10
5008406;18/12/2023 06:00;;;;;65;27;0;S;30
5008406;18/12/2023 09:00;;;;;80;21;1;S;30
5008406;18/12/2023 12:00;15;27;65;95;90;19;45;SW;20
5008406;18/12/2023 15:00;;;;;90;17;45;SW;10
5008406;18/12/2023 18:00;;;;;95;15;3;S;10
5008406;18/12/2023 21:00;;;;;95;15;3;E;0
5008406;19/12/2023 00:00;;;;;85;17;0;SW;10
5008406;19/12/2023 03:00;;;;;70;22;0;SW;20
5008406;19/12/2023 06:00;;;;;65;28;3;SW;30
5008406;19/12/2023 09:00;;;;;70;22;1;SW;30
5008406;19/12/2023 12:00;16;28;65;95;90;16;3;SW;20
5008406;19/12/2023 15:00;;;;;95;16;1;SW;10
5008406;19/12/2023 18:00;;;;;95;16;0;SW;10
5008406;19/12/2023 21:00;;;;;95;18;1;SW;10
5008406;20/12/2023 00:00;;;;;90;16;1;SW;10
5008406;20/12/2023 03:00;;;;;85;18;0;SE;20
5008406;20/12/2023 06:00;;;;;75;25;0;E;30
5008406;20/12/2023 09:00;;;;;65;16;1;SE;10
5008406;20/12/2023 12:00;15;25;65;90;85;17;1;S;10
5008406;20/12/2023 15:00;;;;;90;16;1;S;10
5008406;20/12/2023 18:00;;;;;90;16;1;SW;10
5008406;20/12/2023 21:00;;;;;90;15;1;SW;10
5008406;21/12/2023 00:00;;;;;90;17;1;N;0
5008406;21/12/2023 06:00;;;;;85;18;60;W;10
5008406;21/12/2023 12:00;15;18;85;100;100;16;45;N;0
5008406;21/12/2023 18:00;;;;;95;15;3;NE;0
5008406;22/12/2023 00:00;;;;;90;17;3;N;0
5008406;22/12/2023 06:00;;;;;100;18;95;W;10
5008406;22/12/2023 12:00;16;18;90;100;100;16;45;N;0
5008406;22/12/2023 18:00;;;;;100;16;45;N;0
5008406;23/12/2023 00:00;;;;;95;17;3;SE;0
5008406;23/12/2023 06:00;;;;;85;19;60;SW;0
5008406;23/12/2023 12:00;15;19;85;100;100;16;45;N;0
5008406;23/12/2023 18:00;;;;;90;15;1;E;0
5008406;24/12/2023 00:00;;;;;90;17;60;N;0
5008406;24/12/2023 06:00;;;;;90;18;95;W;0
5008406;24/12/2023 12:00;15;18;90;100;100;16;45;N;0
5008406;24/12/2023 18:00;;;;;100;15;3;E;0
5008171;18/12/2023 00:00;;;;;85;25;0;S;10
5008171;18/12/2023 03:00;;;;;55;31;0;S;10
5008171;18/12/2023 06:00;;;;;50;33;0;S;30
5008171;18/12/2023 09:00;;;;;55;32;0;S;30
5008171;18/12/2023 12:00;23;33;50;95;75;28;60;SW;20
5008171;18/12/2023 15:00;;;;;75;25;60;SW;10
5008171;18/12/2023 18:00;;;;;90;25;1;S;10
5008171;18/12/2023 21:00;;;;;95;23;1;W;0
5008171;19/12/2023 00:00;;;;;75;26;1;SW;10
5008171;19/12/2023 03:00;;;;;60;31;0;SW;20
5008171;19/12/2023 06:00;;;;;50;34;1;SW;30
5008171;19/12/2023 09:00;;;;;55;33;1;SW;30
5008171;19/12/2023 12:00;24;34;50;90;75;28;1;SW;20
5008171;19/12/2023 15:00;;;;;80;26;3;SW;10
5008171;19/12/2023 18:00;;;;;90;24;3;SW;10
5008171;19/12/2023 21:00;;;;;90;24;0;SW;10
5008171;20/12/2023 00:00;;;;;75;26;0;SW;10
5008171;20/12/2023 03:00;;;;;55;31;0;SE;20
5008171;20/12/2023 06:00;;;;;50;34;0;E;20
5008171;20/12/2023 09:00;;;;;35;34;3;SE;10
5008171;20/12/2023 12:00;24;34;35;75;55;28;1;S;10
5008171;20/12/2023 15:00;;;;;60;26;0;S;10
5008171;20/12/2023 18:00;;;;;65;25;1;SW;10
5008171;20/12/2023 21:00;;;;;70;24;0;SW;10
5008171;21/12/2023 00:00;;;;;70;27;0;SE;0
5008171;21/12/2023 06:00;;;;;45;34;0;SW;10
5008171;21/12/2023 12:00;26;34;45;70;65;29;1;NE;10
5008171;21/12/2023 18:00;;;;;70;26;1;SE;0
5008171;22/12/2023 00:00;;;;;75;28;1;SE;10
5008171;22/12/2023 06:00;;;;;50;34;1;N;0
5008171;22/12/2023 12:00;26;34;50;90;85;27;60;NE;0
5008171;22/12/2023 18:00;;;;;90;26;3;S;0
5008171;23/12/2023 00:00;;;;;80;27;1;S;10
5008171;23/12/2023 06:00;;;;;50;35;60;E;10
5008171;23/12/2023 12:00;26;35;50;90;75;28;60;NE;0
5008171;23/12/2023 18:00;;;;;90;26;3;N;0
5008171;24/12/2023 00:00;;;;;85;27;1;SW;0
5008171;24/12/2023 06:00;;;;;65;32;60;N;0
5008171;24/12/2023 12:00;25;32;65;90;85;27;1;N;0
5008171;24/12/2023 18:00;;;;;90;25;3;NW;0
5008691;18/12/2023 00:00;;;;;90;27;1;S;10
5008691;18/12/2023 03:00;;;;;60;31;1;S;10
5008691;18/12/2023 06:00;;;;;60;33;0;S;30
5008691;18/12/2023 09:00;;;;;65;31;0;S;30
5008691;18/12/2023 12:00;24;33;60;95;75;26;1;SW;20
5008691;18/12/2023 15:00;;;;;75;26;60;SW;10
5008691;18/12/2023 18:00;;;;;95;25;1;S;10
5008691;18/12/2023 21:00;;;;;95;24;1;W;10
5008691;19/12/2023 00:00;;;;;80;28;1;SW;10
5008691;19/12/2023 03:00;;;;;65;31;1;SW;20
5008691;19/12/2023 06:00;;;;;60;33;95;SW;30
5008691;19/12/2023 09:00;;;;;65;31;3;SW;30
5008691;19/12/2023 12:00;24;33;60;90;85;26;1;SW;20
5008691;19/12/2023 15:00;;;;;90;25;1;SW;10
5008691;19/12/2023 18:00;;;;;90;24;1;SW;10
5008691;19/12/2023 21:00;;;;;90;24;1;SW;10
5008691;20/12/2023 00:00;;;;;75;28;1;SW;10
5008691;20/12/2023 03:00;;;;;65;31;1;SE;20
5008691;20/12/2023 06:00;;;;;55;32;1;SE;20
5008691;20/12/2023 09:00;;;;;55;31;1;SE;10
5008691;20/12/2023 12:00;24;32;55;85;75;26;1;S;10
5008691;20/12/2023 15:00;;;;;70;26;0;S;10
5008691;20/12/2023 18:00;;;;;80;25;0;SW;10
5008691;20/12/2023 21:00;;;;;85;24;1;SW;10
5008691;21/12/2023 00:00;;;;;75;29;3;SW;0
5008691;21/12/2023 06:00;;;;;60;32;1;SE;0
5008691;21/12/2023 12:00;25;32;60;80;75;27;0;N;0
5008691;21/12/2023 18:00;;;;;80;25;3;NE;0
5008691;22/12/2023 00:00;;;;;70;29;1;SE;10
5008691;22/12/2023 06:00;;;;;55;33;0;SE;10
5008691;22/12/2023 12:00;26;33;55;75;75;27;0;NE;10
5008691;22/12/2023 18:00;;;;;75;26;1;NE;10
5008691;23/12/2023 00:00;;;;;80;29;1;SW;10
5008691;23/12/2023 06:00;;;;;65;33;1;N;0
5008691;23/12/2023 12:00;27;33;65;80;75;28;1;N;0
5008691;23/12/2023 18:00;;;;;75;27;60;N;0
5008691;24/12/2023 00:00;;;;;80;29;60;E;0
5008691;24/12/2023 06:00;;;;;80;30;3;NW;10
5008691;24/12/2023 12:00;25;30;80;90;85;27;1;NW;10
5008691;24/12/2023 18:00;;;;;90;25;1;SW;0
5008464;18/12/2023 00:00;;;;;95;19;0;S;10
5008464;18/12/2023 03:00;;;;;80;25;0;S;10
5008464;18/12/2023 06:00;;;;;65;27;0;S;30
5008464;18/12/2023 09:00;;;;;80;23;60;S;30
5008464;18/12/2023 12:00;17;27;65;95;90;19;3;SW;20
5008464;18/12/2023 15:00;;;;;90;19;1;SW;10
5008464;18/12/2023 18:00;;;;;95;19;1;S;10
5008464;18/12/2023 21:00;;;;;95;17;3;SE;10
5008464;19/12/2023 00:00;;;;;85;20;0;S;10
5008464;19/12/2023 03:00;;;;;70;26;0;S;20
5008464;19/12/2023 06:00;;;;;60;29;1;S;30
5008464;19/12/2023 09:00;;;;;65;26;1;S;30
5008464;19/12/2023 12:00;17;29;60;95;85;19;0;S;20
5008464;19/12/2023 15:00;;;;;90;18;1;S;10
5008464;19/12/2023 18:00;;;;;95;17;0;S;10
5008464;19/12/2023 21:00;;;;;95;17;0;S;10
5008464;20/12/2023 00:00;;;;;80;20;0;SW;10
5008464;20/12/2023 03:00;;;;;65;24;0;SE;20
5008464;20/12/2023 06:00;;;;;65;27;0;SE;20
5008464;20/12/2023 09:00;;;;;70;23;0;SE;10
5008464;20/12/2023 12:00;17;27;65;90;85;19;1;S;10
5008464;20/12/2023 15:00;;;;;85;18;0;S;10
5008464;20/12/2023 18:00;;;;;90;17;0;SW;10
5008464;20/12/2023 21:00;;;;;85;18;0;SW;10
5008464;21/12/2023 00:00;;;;;80;21;0;SE;0
5008464;21/12/2023 06:00;;;;;70;24;1;SW;0
5008464;21/12/2023 12:00;19;24;70;95;90;21;1;E;0
5008464;21/12/2023 18:00;;;;;95;19;4;E;10
5008464;22/12/2023 00:00;;;;;95;20;3;E;10
5008464;22/12/2023 06:00;;;;;75;24;1;N;0
5008464;22/12/2023 12:00;20;24;75;100;90;21;1;SE;10
5008464;22/12/2023 18:00;;;;;100;20;3;SE;0
5008464;23/12/2023 00:00;;;;;95;21;1;SE;10
5008464;23/12/2023 06:00;;;;;70;26;60;SE;0
5008464;23/12/2023 12:00;19;26;70;95;85;20;1;E;10
5008464;23/12/2023 18:00;;;;;95;19;1;E;0
5008464;24/12/2023 00:00;;;;;85;22;0;SE;10
5008464;24/12/2023 06:00;;;;;70;24;60;N;0
5008464;24/12/2023 12:00;19;24;70;95;90;20;1;N;0
5008464;24/12/2023 18:00;;;;;95;19;3;SE;0
5008494;18/12/2023 00:00;;;;;85;27;0;S;10
5008494;18/12/2023 03:00;;;;;55;34;0;S;10
5008494;18/12/2023 06:00;;;;;55;33;0;S;30
5008494;18/12/2023 09:00;;;;;55;31;95;S;30
5008494;18/12/2023 12:00;25;34;55;95;75;27;60;SW;20
5008494;18/12/2023 15:00;;;;;75;27;0;SW;10
5008494;18/12/2023 18:00;;;;;90;25;1;S;10
5008494;18/12/2023 21:00;;;;;95;25;1;SE;0
5008494;19/12/2023 00:00;;;;;75;28;0;SW;10
5008494;19/12/2023 03:00;;;;;60;34;1;SW;20
5008494;19/12/2023 06:00;;;;;55;34;1;SW;30
5008494;19/12/2023 09:00;;;;;60;34;95;SW;30
5008494;19/12/2023 12:00;25;34;55;90;80;29;1;SW;20
5008494;19/12/2023 15:00;;;;;85;27;1;SW;10
5008494;19/12/2023 18:00;;;;;90;25;0;SW;10
5008494;19/12/2023 21:00;;;;;90;25;0;SW;10
5008494;20/12/2023 00:00;;;;;70;28;0;SW;10
5008494;20/12/2023 03:00;;;;;50;34;0;SE;20
5008494;20/12/2023 06:00;;;;;50;37;1;SE;20
5008494;20/12/2023 09:00;;;;;40;35;0;SE;10
5008494;20/12/2023 12:00;25;37;40;70;50;30;1;S;10
5008494;20/12/2023 15:00;;;;;55;27;0;S;10
5008494;20/12/2023 18:00;;;;;65;26;1;SW;10
5008494;20/12/2023 21:00;;;;;70;25;0;SW;10
5008494;21/12/2023 00:00;;;;;70;29;0;N;0
5008494;21/12/2023 06:00;;;;;40;37;0;NW;10
5008494;21/12/2023 12:00;26;37;40;75;65;30;1;N;0
5008494;21/12/2023 18:00;;;;;75;26;1;NE;0
5008494;22/12/2023 00:00;;;;;75;29;1;SW;10
5008494;22/12/2023 06:00;;;;;50;37;0;N;0
5008494;22/12/2023 12:00;26;37;50;85;65;31;1;N;10
5008494;22/12/2023 18:00;;;;;85;26;1;SW;10
5008494;23/12/2023 00:00;;;;;85;28;1;N;0
5008494;23/12/2023 06:00;;;;;50;37;1;NW;10
5008494;23/12/2023 12:00;26;37;50;85;75;29;1;SW;0
5008494;23/12/2023 18:00;;;;;85;26;1;W;10
5008494;24/12/2023 00:00;;;;;80;28;1;N;0
5008494;24/12/2023 06:00;;;;;50;37;1;NE;10
5008494;24/12/2023 12:00;26;37;50;85;75;28;1;N;0
5008494;24/12/2023 18:00;;;;;85;26;1;N;0
5008381;18/12/2023 00:00;;;;;90;27;0;S;10
5008381;18/12/2023 03:00;;;;;60;32;0;S;10
5008381;18/12/2023 06:00;;;;;55;33;0;S;30
5008381;18/12/2023 09:00;;;;;55;33;3;S;30
5008381;18/12/2023 12:00;24;33;55;95;75;28;0;SW;20
5008381;18/12/2023 15:00;;;;;75;25;1;SW;10
5008381;18/12/2023 18:00;;;;;95;25;1;S;10
5008381;18/12/2023 21:00;;;;;95;24;1;S;10
5008381;19/12/2023 00:00;;;;;75;27;1;SW;10
5008381;19/12/2023 03:00;;;;;60;32;1;SW;20
5008381;19/12/2023 06:00;;;;;50;34;0;SW;30
5008381;19/12/2023 09:00;;;;;55;34;60;SW;30
5008381;19/12/2023 12:00;25;34;50;90;75;28;1;SW;20
5008381;19/12/2023 15:00;;;;;80;26;3;SW;10
5008381;19/12/2023 18:00;;;;;90;25;3;SW;10
5008381;19/12/2023 21:00;;;;;90;25;0;SW;10
5008381;20/12/2023 00:00;;;;;65;28;0;SW;10
5008381;20/12/2023 03:00;;;;;55;33;0;SE;20
5008381;20/12/2023 06:00;;;;;50;35;3;SE;20
5008381;20/12/2023 09:00;;;;;45;33;3;SE;10
5008381;20/12/2023 12:00;25;35;45;65;60;28;1;S;10
5008381;20/12/2023 15:00;;;;;55;27;1;S;10
5008381;20/12/2023 18:00;;;;;65;26;1;SW;10
5008381;20/12/2023 21:00;;;;;65;25;0;SW;10
5008381;21/12/2023 00:00;;;;;65;28;0;S;10
5008381;21/12/2023 06:00;;;;;40;36;0;NW;0
5008381;21/12/2023 12:00;26;36;40;75;75;28;1;NW;0
5008381;21/12/2023 18:00;;;;;70;26;1;S;0
5008381;22/12/2023 00:00;;;;;70;28;3;S;10
5008381;22/12/2023 06:00;;;;;60;32;1;N;10
5008381;22/12/2023 12:00;25;32;60;85;80;28;1;W;10
5008381;22/12/2023 18:00;;;;;85;25;1;W;0
5008381;23/12/2023 00:00;;;;;80;28;1;S;0
5008381;23/12/2023 06:00;;;;;60;34;3;N;0
5008381;23/12/2023 12:00;25;34;60;80;75;29;60;NW;10
5008381;23/12/2023 18:00;;;;;80;25;1;N;0
5008381;24/12/2023 00:00;;;;;80;28;1;SW;10
5008381;24/12/2023 06:00;;;;;55;34;60;N;0
5008381;24/12/2023 12:00;26;34;55;90;80;28;1;N;0
5008381;24/12/2023 18:00;;;;;90;26;3;W;10
5008199;18/12/2023 00:00;;;;;95;19;0;S;10
5008199;18/12/2023 03:00;;;;;80;24;0;S;10
5008199;18/12/2023 06:00;;;;;55;27;3;S;30
5008199;18/12/2023 09:00;;;;;60;21;3;S;30
5008199;18/12/2023 12:00;16;27;55;95;75;19;1;SW;20
5008199;18/12/2023 15:00;;;;;90;17;1;SW;10
5008199;18/12/2023 18:00;;;;;95;16;3;S;10
5008199;18/12/2023 21:00;;;;;95;19;3;S;10
5008199;19/12/2023 00:00;;;;;75;26;0;SW;10
5008199;19/12/2023 03:00;;;;;60;30;0;SW;20
5008199;19/12/2023 06:00;;;;;55;33;1;SW;30
5008199;19/12/2023 09:00;;;;;60;29;1;SW;30
5008199;19/12/2023 12:00;23;33;55;85;80;25;0;SW;20
5008199;19/12/2023 15:00;;;;;85;23;1;SW;10
5008199;19/12/2023 18:00;;;;;85;24;0;SW;10
5008199;19/12/2023 21:00;;;;;85;24;0;SW;10
5008199;20/12/2023 00:00;;;;;70;26;0;SW;10
5008199;20/12/2023 03:00;;;;;55;30;0;SE;20
5008199;20/12/2023 06:00;;;;;50;31;1;E;30
5008199;20/12/2023 09:00;;;;;55;29;0;SE;10
5008199;20/12/2023 12:00;22;31;50;80;70;25;0;S;10
5008199;20/12/2023 15:00;;;;;75;24;0;S;10
5008199;20/12/2023 18:00;;;;;80;22;1;SW;10
5008199;20/12/2023 21:00;;;;;80;22;0;SW;10
5008199;21/12/2023 00:00;;;;;65;26;0;S;10
5008199;21/12/2023 06:00;;;;;45;34;0;SW;10
5008199;21/12/2023 12:00;23;34;45;80;70;26;0;S;10
5008199;21/12/2023 18:00;;;;;80;23;1;S;10
5008199;22/12/2023 00:00;;;;;70;26;0;S;10
5008199;22/12/2023 06:00;;;;;45;34;0;N;0
5008199;22/12/2023 12:00;24;34;45;90;75;27;1;S;10
5008199;22/12/2023 18:00;;;;;90;24;0;S;10
5008199;23/12/2023 00:00;;;;;75;27;0;S;10
5008199;23/12/2023 06:00;;;;;45;34;1;S;20
5008199;23/12/2023 12:00;24;34;45;75;60;27;1;S;10
5008199;23/12/2023 18:00;;;;;75;24;1;S;10
5008199;24/12/2023 00:00;;;;;75;26;0;S;10
5008199;24/12/2023 06:00;;;;;55;32;1;W;0
5008199;24/12/2023 12:00;25;32;55;80;75;27;1;S;10
5008199;24/12/2023 18:00;;;;;80;25;1;S;10
5008270;18/12/2023 00:00;;;;;85;27;0;S;10
5008270;18/12/2023 03:00;;;;;55;32;0;S;10
5008270;18/12/2023 06:00;;;;;55;33;0;S;30
5008270;18/12/2023 09:00;;;;;55;32;3;S;30
5008270;18/12/2023 12:00;24;33;55;95;75;27;3;SW;20
5008270;18/12/2023 15:00;;;;;75;25;1;SW;10
5008270;18/12/2023 18:00;;;;;90;25;1;S;10
5008270;18/12/2023 21:00;;;;;95;24;1;S;10
5008270;19/12/2023 00:00;;;;;75;26;0;SW;10
5008270;19/12/2023 03:00;;;;;60;32;0;SW;20
5008270;19/12/2023 06:00;;;;;55;34;1;SW;30
5008270;19/12/2023 09:00;;;;;60;32;60;SW;30
5008270;19/12/2023 12:00;25;34;55;90;80;28;1;SW;20
5008270;19/12/2023 15:00;;;;;85;26;1;SW;10
5008270;19/12/2023 18:00;;;;;90;25;0;SW;10
5008270;19/12/2023 21:00;;;;;90;25;0;SW;10
5008270;20/12/2023 00:00;;;;;65;27;0;SW;10
5008270;20/12/2023 03:00;;;;;50;32;0;SE;20
5008270;20/12/2023 06:00;;;;;50;34;1;SE;20
5008270;20/12/2023 09:00;;;;;40;33;0;SE;10
5008270;20/12/2023 12:00;24;34;40;70;55;28;1;S;10
5008270;20/12/2023 15:00;;;;;60;26;0;S;10
5008270;20/12/2023 18:00;;;;;65;25;1;SW;10
5008270;20/12/2023 21:00;;;;;70;24;0;SW;10
5008270;21/12/2023 00:00;;;;;65;27;0;S;10
5008270;21/12/2023 06:00;;;;;40;35;0;W;10
